,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,CompressiveStrength
1,0.223094401983,0.0,0.0,0.0669283205949,0.00103284445363,0.429663292708,0.27928114026,28,79.99
2,0.221720385958,0.0,0.0,0.0665161157873,0.00102648326832,0.433175939232,0.277561075754,28,61.89
3,0.149170031404,0.063930013459,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,270,40.27
4,0.149170031404,0.063930013459,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,365,41.05
5,0.085349606773,0.0568997378486,0.0,0.0825132150071,0.0,0.420473591474,0.354763848898,360,44.3
6,0.12036199095,0.0515837104072,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,90,47.03
7,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,365,43.7
8,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,28,36.45
9,0.12036199095,0.0515837104072,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,28,45.85
10,0.213100044863,0.0,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,28,39.29
11,0.085349606773,0.0568997378486,0.0,0.0825132150071,0.0,0.420473591474,0.354763848898,90,38.07
12,0.085349606773,0.0568997378486,0.0,0.0825132150071,0.0,0.420473591474,0.354763848898,28,28.02
13,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,270,43.01
14,0.0859728506787,0.0859728506787,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,90,42.33
15,0.137556561086,0.0343891402715,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,28,47.81
16,0.171945701357,0.0,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,90,52.91
17,0.0582905340515,0.0874358010773,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,90,39.36
18,0.154751131222,0.0171945701357,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,365,56.14
19,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,90,40.56
20,0.213100044863,0.0,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,180,42.62
21,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,180,41.84
22,0.0582905340515,0.0874358010773,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,28,28.24
23,0.0582905340515,0.0874358010773,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,3,8.06
24,0.0582905340515,0.0874358010773,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,180,44.21
25,0.171945701357,0.0,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,365,52.52
26,0.171945701357,0.0,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,270,53.3
27,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,270,41.15
28,0.154751131222,0.0171945701357,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,180,52.12
29,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,28,37.43
30,0.213100044863,0.0,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,7,38.6
31,0.137556561086,0.0343891402715,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,365,55.26
32,0.12036199095,0.0515837104072,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,365,52.91
33,0.085349606773,0.0568997378486,0.0,0.0825132150071,0.0,0.420473591474,0.354763848898,180,41.72
34,0.213100044863,0.0,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,270,42.13
35,0.0859728506787,0.0859728506787,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,365,53.69
36,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,270,38.41
37,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,28,30.08
38,0.149170031404,0.063930013459,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,90,37.72
39,0.213100044863,0.0,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,90,42.23
40,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,180,36.25
41,0.154751131222,0.0171945701357,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,90,50.46
42,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,365,43.7
43,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,365,39.0
44,0.171945701357,0.0,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,180,53.1
45,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,90,41.54
46,0.191790040377,0.0213100044863,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,7,35.08
47,0.145726335129,0.0,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,3,15.05
48,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,180,40.76
49,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,7,26.26
50,0.170480035891,0.0426200089726,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,7,32.82
51,0.149170031404,0.063930013459,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,180,39.78
52,0.0859728506787,0.0859728506787,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,180,46.93
53,0.106550022432,0.106550022432,0.0,0.102288021534,0.0,0.418124719605,0.266487213997,90,33.12
54,0.137556561086,0.0343891402715,0.0,0.103167420814,0.0,0.421719457014,0.303167420814,90,49.19
55,0.0582905340515,0.0874358010773,0.0,0.0801703620193,0.0,0.437179005386,0.336924297465,7,14.59
